SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
RAYALSEEMA,1901,7.0,50.2,0.0,12.1,38.9,53.0,73.4,60.3,109.0,81.6,137.2,91.3,714.0,57.2,51.0,295.6,310.1
RAYALSEEMA,1902,10.0,0.2,1.7,11.0,36.8,73.6,41.3,148.3,181.7,188.5,88.9,36.4,818.4,10.1,49.6,444.9,313.8
RAYALSEEMA,1903,30.0,0.1,0.0,3.6,80.5,67.5,127.5,140.6,219.7,95.3,289.4,84.0,1138.2,30.1,84.1,555.3,468.7
RAYALSEEMA,1904,14.8,0.0,1.7,7.1,58.8,39.8,75.1,19.4,84.7,111.5,4.4,16.1,433.4,14.8,67.6,219.0,132.0
RAYALSEEMA,1905,6.5,6.8,17.0,18.3,44.2,66.1,50.9,219.3,36.5,180.2,55.4,2.0,703.4,13.3,79.6,372.9,237.6
RAYALSEEMA,1906,115.3,7.2,6.8,2.1,9.6,84.1,127.9,154.4,130.4,107.7,35.0,132.2,912.6,122.4,18.5,496.8,274.9
RAYALSEEMA,1907,1.1,0.0,6.5,82.5,8.6,50.5,100.5,34.3,97.7,60.0,140.7,58.0,640.4,1.1,97.7,283.0,258.7
RAYALSEEMA,1908,5.7,4.3,4.7,5.5,41.2,36.2,65.0,45.5,222.6,151.8,27.9,6.8,617.1,10.0,51.4,369.3,186.4
RAYALSEEMA,1909,89.2,0.0,0.0,42.2,105.4,34.8,61.5,290.1,205.0,29.4,12.8,0.3,870.6,89.2,147.6,591.4,42.4
RAYALSEEMA,1910,0.6,2.1,0.7,13.1,33.3,46.5,197.9,188.2,165.3,205.1,148.4,0.0,1001.1,2.7,47.0,597.9,353.5
RAYALSEEMA,1911,0.0,0.0,0.8,20.9,65.0,54.0,73.6,47.5,107.6,102.1,83.2,35.9,590.6,0.0,86.7,282.6,221.2
RAYALSEEMA,1912,1.1,4.1,0.6,5.6,24.3,35.4,67.3,93.3,132.0,157.8,223.8,0.2,745.5,5.3,30.5,328.0,381.8
RAYALSEEMA,1913,0.0,0.4,0.9,10.8,52.8,37.0,93.3,36.9,122.1,184.2,12.3,65.6,616.3,0.4,64.4,289.3,262.2
RAYALSEEMA,1914,2.4,1.3,1.2,23.5,53.2,65.3,72.5,130.0,171.9,83.4,61.3,12.4,678.3,3.6,77.9,439.6,157.1
RAYALSEEMA,1915,44.9,4.8,80.2,11.9,47.4,55.3,155.3,59.7,167.9,64.6,225.1,5.9,923.1,49.7,139.5,438.2,295.6
RAYALSEEMA,1916,0.0,1.3,0.0,7.9,32.9,48.1,210.1,160.2,182.9,252.5,140.9,10.4,1047.0,1.3,40.8,601.2,403.7
RAYALSEEMA,1917,4.5,35.6,7.2,5.4,63.0,86.5,63.0,171.5,185.6,183.8,105.1,21.9,933.1,40.1,75.6,506.6,310.8
RAYALSEEMA,1918,60.6,2.7,10.5,10.4,69.2,37.6,30.8,74.1,111.4,4.4,211.6,22.8,645.8,63.2,90.0,253.8,238.7
RAYALSEEMA,1919,24.8,0.0,22.4,14.6,51.5,72.3,151.8,33.0,237.8,79.0,180.6,22.7,890.5,24.8,88.4,494.9,282.3
RAYALSEEMA,1920,79.5,1.2,0.4,11.5,27.5,42.0,24.4,86.3,155.6,134.9,111.5,0.0,674.8,80.7,39.4,308.3,246.4
RAYALSEEMA,1921,43.2,0.0,0.0,40.7,9.1,58.6,180.3,93.3,84.4,185.8,43.0,5.2,743.6,43.2,49.8,416.6,234.0
RAYALSEEMA,1922,36.9,0.0,0.0,12.0,52.0,48.4,64.8,85.0,34.8,120.0,306.3,10.0,770.3,36.9,64.0,233.1,436.3
RAYALSEEMA,1923,23.0,8.5,18.0,17.6,23.7,40.6,58.6,24.8,167.4,96.7,19.6,17.3,515.8,31.6,59.3,291.5,133.6
RAYALSEEMA,1924,9.8,0.0,1.2,12.7,37.0,44.7,83.9,86.2,202.9,47.5,158.1,0.3,684.3,9.8,50.9,417.7,205.9
RAYALSEEMA,1925,0.0,0.0,5.9,18.3,125.9,33.9,106.3,135.7,85.2,137.3,108.0,109.0,865.5,0.0,150.1,361.1,354.3
RAYALSEEMA,1926,57.3,0.0,15.0,38.1,27.8,83.0,87.9,92.3,147.9,80.6,43.6,9.0,682.6,57.4,80.9,411.2,133.2
RAYALSEEMA,1927,2.9,1.9,0.0,1.2,29.8,67.8,98.7,76.1,191.6,60.2,150.8,1.0,682.0,4.8,31.0,434.2,212.1
RAYALSEEMA,1928,1.3,38.7,10.9,23.2,22.8,71.9,85.0,87.5,100.1,202.4,37.0,30.4,711.3,40.0,56.9,344.6,269.8
RAYALSEEMA,1929,11.0,10.3,0.2,35.4,31.1,66.6,36.6,45.7,165.7,146.5,109.4,38.2,696.6,21.3,66.7,314.6,294.1
RAYALSEEMA,1930,15.6,33.9,8.3,7.6,169.6,98.1,45.6,33.1,137.3,245.8,156.6,44.0,995.5,49.5,185.5,314.1,446.4
RAYALSEEMA,1931,0.2,0.0,2.1,8.9,53.9,92.0,101.2,32.1,137.0,135.7,92.4,63.6,719.2,0.2,64.9,362.3,291.8
RAYALSEEMA,1932,0.0,17.2,0.0,12.1,50.8,59.7,72.4,128.6,77.6,92.6,108.6,16.2,635.8,17.2,62.9,338.3,217.4
RAYALSEEMA,1933,0.0,1.7,9.4,14.8,47.7,23.5,74.8,181.7,56.3,124.6,42.0,101.7,678.2,1.7,71.9,336.2,268.4
RAYALSEEMA,1934,21.5,0.0,0.0,23.2,29.3,84.7,115.0,49.9,57.8,151.5,72.9,5.6,611.5,21.5,52.4,307.5,230.1
RAYALSEEMA,1935,8.5,0.6,1.8,22.9,17.5,79.7,92.6,226.1,113.9,171.4,35.8,11.5,782.3,9.0,42.2,512.3,218.7
RAYALSEEMA,1936,0.2,31.9,8.3,12.7,52.7,87.7,75.7,49.7,149.1,66.8,150.4,10.4,695.6,32.1,73.7,362.2,227.6
RAYALSEEMA,1937,0.5,9.0,6.2,93.5,25.9,55.7,105.0,63.7,110.4,161.2,123.0,21.3,775.4,9.5,125.6,334.8,305.5
RAYALSEEMA,1938,0.0,6.7,5.4,1.9,54.1,75.6,72.4,199.4,224.8,24.5,2.7,7.0,674.4,6.7,61.3,572.2,34.2
RAYALSEEMA,1939,17.4,0.0,18.3,72.9,10.2,59.3,50.0,85.4,142.5,163.0,177.0,2.2,798.2,17.4,101.4,337.2,342.2
RAYALSEEMA,1940,0.3,0.1,8.8,29.4,122.1,91.0,65.7,105.3,128.1,171.7,168.3,13.8,904.6,0.4,160.3,390.1,353.8
RAYALSEEMA,1941,5.6,7.3,0.0,7.5,38.3,34.3,25.7,57.5,173.8,108.8,98.3,96.2,653.5,12.9,45.8,291.4,303.3
RAYALSEEMA,1942,0.4,0.3,0.0,15.1,28.2,86.5,28.8,123.2,86.3,53.1,63.2,51.8,536.9,0.7,43.3,324.8,168.0
RAYALSEEMA,1943,22.0,1.8,0.4,26.6,239.8,33.4,88.1,78.1,134.3,309.2,95.7,7.3,1036.5,23.7,266.8,333.9,412.1
RAYALSEEMA,1944,0.2,10.4,86.9,9.9,21.2,87.5,144.2,69.0,151.5,180.0,141.1,15.7,917.4,10.6,118.0,452.0,336.8
RAYALSEEMA,1945,0.0,0.0,0.0,22.5,36.7,35.1,160.8,107.6,105.2,60.0,75.6,0.5,604.1,0.0,59.2,408.8,136.1
