SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
CHHATTISGARH,1901,48.9,116.5,27.8,5.5,18.4,101.6,381.0,476.7,182.8,27.3,0.4,0.0,1387.0,165.4,51.7,1142.2,27.7
CHHATTISGARH,1902,0.6,6.5,0.4,13.9,10.3,37.2,403.8,236.6,198.1,4.7,8.1,3.7,923.9,7.1,24.6,875.7,16.5
CHHATTISGARH,1903,6.2,13.9,0.4,6.8,51.1,110.7,365.9,396.0,212.0,168.0,0.1,0.0,1331.2,20.1,58.3,1084.7,168.1
CHHATTISGARH,1904,0.0,8.6,32.3,0.2,77.5,369.5,303.6,483.6,86.8,129.3,1.0,0.0,1492.4,8.6,110.0,1243.5,130.4
CHHATTISGARH,1905,50.3,22.6,19.0,24.6,31.8,40.4,443.7,270.8,338.8,8.9,0.0,0.0,1251.1,72.9,75.5,1093.8,8.9
CHHATTISGARH,1906,25.0,91.0,52.5,0.0,4.1,210.1,445.2,258.3,242.3,41.2,10.2,14.7,1394.6,115.9,56.7,1155.8,66.1
CHHATTISGARH,1907,4.0,40.2,41.7,39.4,4.5,286.5,233.6,494.4,141.8,0.1,7.3,15.3,1308.8,44.3,85.6,1156.2,22.7
CHHATTISGARH,1908,8.4,67.1,6.3,1.5,6.5,182.4,465.9,590.0,146.7,12.9,0.0,1.1,1488.7,75.4,14.3,1385.0,14.0
CHHATTISGARH,1909,11.3,5.8,3.1,112.8,6.1,266.1,473.9,210.8,142.8,6.7,0.0,44.7,1284.1,17.1,122.0,1093.6,51.4
CHHATTISGARH,1910,9.0,0.6,3.7,21.5,13.3,246.0,296.6,441.4,265.2,92.6,17.4,0.0,1407.2,9.5,38.6,1249.2,110.0
CHHATTISGARH,1911,2.2,0.0,21.7,0.8,9.0,366.7,215.7,474.6,244.6,131.6,37.4,0.0,1504.1,2.2,31.5,1301.5,169.0
CHHATTISGARH,1912,3.1,73.9,1.0,22.6,11.3,62.3,422.5,411.9,194.0,13.0,11.3,0.0,1227.0,77.0,34.9,1090.8,24.3
CHHATTISGARH,1913,4.3,85.4,31.8,4.1,35.8,246.0,374.4,285.6,122.2,24.9,6.2,14.0,1234.6,89.7,71.7,1028.2,45.1
CHHATTISGARH,1914,0.0,7.9,21.0,38.6,51.5,186.1,493.8,373.0,234.1,5.0,0.2,6.8,1418.1,7.9,111.1,1287.0,12.0
CHHATTISGARH,1915,25.0,42.4,19.7,16.6,21.2,131.3,364.6,435.9,251.0,121.0,27.2,0.0,1455.9,67.4,57.6,1182.7,148.2
CHHATTISGARH,1916,0.0,26.5,2.1,6.9,20.2,325.5,289.4,374.6,199.2,178.4,20.3,0.0,1443.0,26.5,29.1,1188.7,198.6
CHHATTISGARH,1917,3.6,63.7,26.6,10.8,44.0,296.9,374.0,475.2,287.8,144.1,0.3,0.7,1727.7,67.3,81.4,1433.9,145.0
CHHATTISGARH,1918,14.1,4.5,1.9,10.7,48.3,431.2,238.0,490.9,122.5,1.7,4.7,8.8,1377.2,18.6,60.9,1282.6,15.2
CHHATTISGARH,1919,98.3,65.2,30.1,13.5,33.0,396.5,392.9,511.2,152.4,150.6,13.9,1.4,1859.0,163.5,76.6,1453.1,165.8
CHHATTISGARH,1920,1.7,2.6,21.9,25.6,23.4,97.0,542.5,391.5,92.0,5.2,0.0,0.0,1203.4,4.3,70.9,1123.0,5.2
CHHATTISGARH,1921,39.6,1.6,0.0,6.2,0.0,335.4,311.4,401.8,210.9,12.3,0.0,0.0,1319.4,41.2,6.2,1259.6,12.3
CHHATTISGARH,1922,21.1,1.2,0.5,12.7,9.5,180.2,416.7,305.2,297.6,23.5,38.9,1.7,1308.8,22.3,22.7,1199.7,64.0
CHHATTISGARH,1923,3.9,27.1,15.2,9.7,5.3,103.8,374.6,582.3,194.9,61.9,8.0,0.5,1387.2,31.0,30.3,1255.6,70.4
CHHATTISGARH,1924,32.3,11.1,5.9,9.0,18.0,83.5,310.3,329.5,330.6,79.5,124.5,0.1,1334.2,43.4,32.9,1053.9,204.1
CHHATTISGARH,1925,0.2,0.5,0.3,10.6,88.6,368.8,560.4,476.6,166.8,45.1,19.1,0.0,1737.1,0.7,99.5,1572.6,64.3
CHHATTISGARH,1926,33.2,10.7,99.7,63.3,45.3,55.3,374.4,555.5,330.5,63.4,0.2,3.3,1634.9,43.9,208.3,1315.8,66.9
CHHATTISGARH,1927,11.7,57.9,24.1,2.3,15.9,193.3,468.3,488.8,171.9,75.2,27.8,0.0,1537.1,69.6,42.2,1322.3,103.1
CHHATTISGARH,1928,6.8,11.3,8.8,13.6,16.7,210.1,384.4,272.7,192.5,97.8,0.0,4.4,1219.2,18.1,39.2,1059.7,102.2
CHHATTISGARH,1929,23.1,28.9,1.2,14.4,5.6,216.2,597.9,461.1,179.2,94.3,0.0,41.9,1663.8,51.9,21.2,1454.5,136.2
CHHATTISGARH,1930,0.0,4.0,13.5,43.3,7.9,190.9,517.4,285.0,185.3,37.3,93.9,5.1,1383.5,4.0,64.7,1178.6,136.2
CHHATTISGARH,1931,8.4,64.4,14.5,10.6,14.6,104.6,359.1,510.8,169.3,156.3,54.1,0.2,1467.0,72.7,39.8,1143.9,210.7
CHHATTISGARH,1932,0.0,22.9,3.7,9.5,18.8,109.6,525.2,300.9,272.6,56.4,37.6,0.2,1357.6,22.9,32.1,1208.3,94.3
CHHATTISGARH,1933,31.6,75.9,14.9,21.9,97.3,310.7,388.9,368.3,286.5,41.4,7.9,5.5,1650.6,107.5,134.1,1354.4,54.7
CHHATTISGARH,1934,1.8,0.0,1.5,11.5,0.0,263.1,412.0,483.4,305.3,37.0,12.3,1.1,1529.2,1.8,13.0,1463.9,50.5
CHHATTISGARH,1935,12.2,17.9,5.1,33.4,4.1,132.2,562.1,247.2,247.6,3.8,0.0,3.6,1269.2,30.1,42.7,1189.1,7.3
CHHATTISGARH,1936,31.9,44.7,14.6,4.3,46.6,413.1,463.8,434.5,258.0,90.4,18.2,6.1,1826.2,76.6,65.5,1569.4,114.7
CHHATTISGARH,1937,0.0,66.2,21.5,76.3,19.2,222.6,501.0,391.9,237.0,79.8,1.0,0.2,1616.8,66.2,117.0,1352.6,81.0
CHHATTISGARH,1938,18.4,25.1,5.4,8.2,48.8,269.2,386.8,343.5,266.7,126.6,7.0,0.1,1505.8,43.5,62.3,1266.3,133.7
CHHATTISGARH,1939,6.5,22.8,53.2,19.9,1.1,188.6,427.5,478.6,198.3,79.3,4.6,0.0,1480.3,29.3,74.2,1293.0,83.9
CHHATTISGARH,1940,0.2,23.0,31.1,26.4,41.5,218.6,542.9,395.6,72.8,67.2,4.9,24.3,1448.4,23.2,98.9,1229.8,96.4
CHHATTISGARH,1941,20.8,13.8,18.4,3.3,27.1,240.8,218.6,238.7,146.0,70.9,6.5,0.2,1005.1,34.6,48.8,844.1,77.6
CHHATTISGARH,1942,13.1,48.2,7.5,18.7,17.7,164.1,540.7,470.7,289.6,23.9,1.6,2.3,1598.3,61.3,44.0,1465.2,27.8
CHHATTISGARH,1943,99.5,5.1,1.0,19.5,32.1,214.2,459.7,386.5,373.6,52.8,1.0,0.0,1645.1,104.6,52.6,1434.1,53.8
CHHATTISGARH,1944,24.4,78.3,102.9,25.0,11.1,101.3,611.7,439.8,247.7,142.8,7.5,0.1,1792.7,102.7,139.0,1400.5,150.4
CHHATTISGARH,1945,30.1,7.6,0.0,58.6,7.0,200.7,428.5,397.2,376.6,71.9,6.4,0.9,1585.6,37.8,65.6,1403.0,79.3
CHHATTISGARH,1946,0.0,11.0,2.3,35.3,25.3,307.9,419.9,522.5,181.6,63.9,29.0,0.4,1599.0,11.0,62.8,1431.9,93.3
CHHATTISGARH,1947,31.0,29.9,12.0,6.7,9.7,140.1,510.6,476.4,283.2,80.0,4.5,15.6,1599.6,60.9,28.4,1410.2,100.1
CHHATTISGARH,1948,31.0,8.0,14.2,21.5,11.6,216.0,390.1,423.7,246.9,42.3,86.4,0.0,1491.7,39.0,47.4,1276.7,128.7
CHHATTISGARH,1949,1.2,7.6,4.0,9.9,61.5,181.7,381.0,412.3,280.3,159.8,0.0,0.2,1499.6,8.8,75.4,1255.4,160.0
CHHATTISGARH,1950,0.4,40.1,50.9,1.3,10.0,172.4,457.2,374.7,148.9,16.7,19.6,0.0,1292.2,40.5,62.2,1153.2,36.3
CHHATTISGARH,1951,4.5,2.8,102.3,59.8,34.5,145.1,338.4,459.4,166.5,96.8,1.5,0.0,1411.6,7.3,196.6,1109.4,98.2
CHHATTISGARH,1952,1.2,20.0,18.8,18.2,23.4,120.8,439.4,385.8,304.0,62.8,0.0,2.0,1396.4,21.2,60.4,1250.0,64.8
CHHATTISGARH,1953,24.3,5.1,0.1,22.7,5.8,140.8,421.3,483.6,209.1,55.0,2.4,0.0,1370.2,29.4,28.6,1254.8,57.4
CHHATTISGARH,1954,2.7,2.2,4.4,11.7,6.5,114.9,314.0,358.1,361.4,12.5,0.0,5.4,1193.7,4.9,22.5,1148.4,17.8
CHHATTISGARH,1955,15.1,1.2,3.2,13.5,23.3,242.1,283.1,406.0,276.6,174.2,2.4,0.0,1440.7,16.3,39.9,1207.8,176.6
CHHATTISGARH,1956,2.2,13.9,7.1,3.0,68.4,278.0,468.5,404.3,227.3,69.6,10.7,4.0,1557.0,16.1,78.5,1378.1,84.2
CHHATTISGARH,1957,14.8,10.4,48.7,17.0,16.2,114.8,449.7,416.7,105.8,28.3,0.0,0.0,1222.4,25.1,82.0,1087.0,28.3
CHHATTISGARH,1958,9.5,38.8,21.6,17.1,19.2,101.2,509.4,376.0,265.8,133.0,29.3,0.0,1520.9,48.3,57.9,1252.5,162.3
CHHATTISGARH,1959,32.0,3.3,0.2,3.6,15.5,180.4,408.9,473.1,357.9,69.0,0.1,0.3,1544.2,35.2,19.3,1420.3,69.4
CHHATTISGARH,1960,18.0,0.7,44.4,10.2,11.2,168.6,412.1,441.5,145.4,111.9,0.4,0.0,1364.3,18.6,65.8,1167.6,112.3
CHHATTISGARH,1961,2.5,44.1,5.0,10.9,16.1,377.4,533.2,467.6,401.2,102.8,5.8,7.3,1974.0,46.6,32.0,1779.5,115.9
CHHATTISGARH,1962,3.8,15.8,10.4,23.8,28.0,130.5,371.6,276.1,210.0,26.3,2.0,26.4,1124.7,19.6,62.3,988.1,54.7
CHHATTISGARH,1963,0.4,5.4,8.9,44.8,28.2,160.8,349.4,387.7,258.8,91.2,1.2,0.3,1337.2,5.8,82.0,1156.7,92.7
CHHATTISGARH,1964,1.0,21.9,3.9,6.5,4.5,269.2,371.6,515.3,201.8,109.1,4.1,0.0,1509.1,23.0,14.9,1358.0,113.3
CHHATTISGARH,1965,5.8,4.5,22.3,14.4,8.4,111.1,310.0,208.3,251.8,4.9,0.0,0.0,941.6,10.2,45.1,881.2,4.9
CHHATTISGARH,1966,20.9,0.0,2.2,16.3,19.0,267.8,294.0,253.4,154.6,25.1,12.8,20.9,1087.1,20.9,37.6,969.8,58.8
CHHATTISGARH,1967,1.7,0.0,96.8,15.5,12.2,184.3,397.9,508.3,188.5,9.2,0.4,57.6,1472.5,1.7,124.5,1279.0,67.2
CHHATTISGARH,1968,25.6,26.1,16.3,19.5,4.5,176.2,354.9,269.9,210.7,59.7,0.7,3.9,1168.0,51.7,40.2,1011.7,64.4
CHHATTISGARH,1969,6.0,1.6,0.6,18.7,46.2,121.8,442.4,291.4,211.4,18.5,6.0,7.9,1172.6,7.6,65.6,1067.0,32.5
CHHATTISGARH,1970,12.1,11.9,44.9,18.9,23.2,237.9,453.2,443.1,236.4,19.9,0.0,0.0,1501.5,24.0,87.0,1370.6,19.9
CHHATTISGARH,1971,20.3,24.8,11.6,48.8,68.6,384.1,354.6,398.8,127.9,89.6,4.7,0.0,1533.8,45.1,129.0,1265.4,94.3
CHHATTISGARH,1972,0.1,19.2,1.2,15.2,6.2,123.9,319.4,392.0,232.4,49.2,36.3,3.9,1198.9,19.3,22.6,1067.7,89.3
CHHATTISGARH,1973,3.8,10.0,2.6,3.1,6.9,97.9,429.3,401.9,286.5,223.3,2.0,0.0,1467.3,13.8,12.7,1215.5,225.3
CHHATTISGARH,1974,0.0,6.6,2.5,1.5,9.2,115.6,253.4,353.3,100.4,97.3,11.3,0.0,951.0,6.6,13.1,822.6,108.6
CHHATTISGARH,1975,9.7,7.4,11.3,3.7,8.7,202.5,403.3,421.3,265.7,140.8,0.9,0.0,1475.5,17.2,23.8,1292.7,141.7
CHHATTISGARH,1976,0.4,4.1,1.1,15.9,12.6,100.0,569.0,492.1,174.5,2.8,6.7,0.2,1379.3,4.5,29.6,1335.6,9.7
CHHATTISGARH,1977,4.1,4.9,2.2,19.0,33.7,242.4,509.3,386.3,196.5,19.9,40.9,6.1,1465.5,9.0,54.9,1334.6,67.0
CHHATTISGARH,1978,4.1,13.7,18.9,12.8,3.7,257.0,377.7,470.8,176.0,11.5,11.9,12.2,1370.4,17.9,35.4,1281.5,35.6
CHHATTISGARH,1979,20.7,24.7,0.6,4.4,4.4,176.3,209.8,267.2,155.5,26.1,11.3,3.6,904.6,45.4,9.4,808.8,41.0
CHHATTISGARH,1980,5.3,2.3,7.9,7.2,15.5,273.0,426.6,362.2,369.4,21.4,0.0,4.6,1495.4,7.7,30.6,1431.2,26.0
CHHATTISGARH,1981,20.7,1.6,20.7,4.0,15.6,127.5,356.2,409.1,237.2,20.7,0.9,2.2,1216.2,22.3,40.3,1129.9,23.7
CHHATTISGARH,1982,27.2,18.9,22.5,11.5,25.0,133.5,251.8,501.1,119.1,75.2,10.9,0.6,1197.4,46.2,59.0,1005.6,86.7
CHHATTISGARH,1983,0.3,24.9,1.5,20.4,28.4,155.7,324.2,417.6,330.9,58.2,0.6,9.4,1371.9,25.1,50.3,1228.3,68.1
CHHATTISGARH,1984,35.3,12.4,0.1,24.9,15.5,291.6,322.0,400.2,99.8,52.7,0.2,0.0,1254.7,47.7,40.5,1113.6,52.9
CHHATTISGARH,1985,33.2,9.4,0.4,8.7,11.9,137.2,398.9,346.0,214.6,77.2,0.0,0.0,1237.5,42.6,21.0,1096.8,77.2
CHHATTISGARH,1986,23.3,45.7,10.0,11.5,8.7,361.9,367.9,321.0,98.7,61.9,33.9,24.1,1368.6,69.0,30.2,1149.5,119.9
