SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
ANDAMAN & NICOBAR ISLANDS,1967,164.6,21.6,30.0,63.4,516.4,340.8,537.8,614.3,303.5,427.5,99.7,97.0,3216.4,186.2,609.7,1796.4,624.1
ANDAMAN & NICOBAR ISLANDS,1968,22.1,1.3,4.2,81.5,297.6,545.2,519.3,242.0,496.8,281.6,152.0,119.2,2762.8,23.4,383.3,1803.3,552.8
ANDAMAN & NICOBAR ISLANDS,1969,106.3,64.7,14.6,20.8,317.3,422.8,345.2,281.4,489.8,146.8,343.7,65.8,2619.0,171.0,352.7,1539.1,556.3
ANDAMAN & NICOBAR ISLANDS,1970,72.2,34.0,7.8,58.2,422.7,407.3,564.6,342.9,423.5,386.6,418.4,232.7,3370.8,106.2,488.7,1738.2,1037.7
ANDAMAN & NICOBAR ISLANDS,1971,41.5,32.8,37.7,35.3,398.0,394.6,421.1,327.9,470.2,505.3,178.4,155.9,2998.6,74.3,471.0,1613.7,839.6
ANDAMAN & NICOBAR ISLANDS,1972,13.7,1.7,7.5,178.3,420.2,470.0,544.6,384.9,444.5,263.8,413.9,180.0,3323.0,15.3,605.9,1844.0,857.7
ANDAMAN & NICOBAR ISLANDS,1973,18.1,20.3,30.5,29.6,418.6,488.6,371.4,370.3,357.5,247.2,349.8,289.1,2991.1,38.5,478.7,1587.8,886.1
ANDAMAN & NICOBAR ISLANDS,1974,22.2,43.9,17.2,301.4,353.3,343.8,257.1,456.2,321.6,398.4,372.2,74.8,2962.0,66.0,672.0,1378.7,845.3
ANDAMAN & NICOBAR ISLANDS,1975,276.9,27.5,8.0,24.2,362.9,706.3,173.6,357.4,351.8,373.6,323.7,99.7,3085.7,304.4,395.2,1589.1,797.0
ANDAMAN & NICOBAR ISLANDS,1976,20.9,9.7,0.6,161.6,551.4,441.4,382.1,487.7,387.0,166.8,307.2,359.6,3276.0,30.6,713.5,1698.2,833.7
ANDAMAN & NICOBAR ISLANDS,1977,79.7,43.2,6.1,6.9,275.3,339.3,341.1,345.5,467.1,263.6,153.3,67.1,2388.2,122.9,288.3,1492.9,484.1
ANDAMAN & NICOBAR ISLANDS,1978,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6,2712.4,138.9,425.9,1775.9,371.6
ANDAMAN & NICOBAR ISLANDS,1979,35.5,9.4,3.9,64.8,146.3,282.8,455.9,173.6,330.2,163.5,169.8,13.6,1849.4,44.9,215.0,1242.5,347.0
ANDAMAN & NICOBAR ISLANDS,1980,5.5,0.8,9.2,38.8,728.4,604.2,575.7,494.4,271.9,252.0,143.7,500.7,3625.3,6.3,776.5,1946.3,896.3
ANDAMAN & NICOBAR ISLANDS,1981,11.1,27.8,1.7,94.1,270.8,600.6,344.1,510.7,452.6,242.1,348.4,170.7,3074.8,38.9,366.7,1908.0,761.2
ANDAMAN & NICOBAR ISLANDS,1982,8.8,2.8,6.6,97.5,229.2,448.7,410.5,347.6,369.0,164.5,238.8,60.5,2384.5,11.6,333.3,1575.8,463.8
ANDAMAN & NICOBAR ISLANDS,1983,22.1,0.0,3.1,9.1,240.8,424.3,468.9,493.8,505.5,275.8,261.0,88.1,2792.4,22.1,253.0,1892.4,624.9
ANDAMAN & NICOBAR ISLANDS,1984,69.4,173.8,26.3,156.6,162.3,424.9,446.4,125.8,283.6,347.1,158.9,445.2,2820.3,243.2,345.2,1280.7,951.2
ANDAMAN & NICOBAR ISLANDS,1985,12.0,19.2,24.1,55.0,278.1,588.4,230.9,375.2,362.5,358.9,232.1,94.4,2630.8,31.2,357.2,1557.0,685.4
ANDAMAN & NICOBAR ISLANDS,1986,14.8,0.6,1.5,8.2,302.6,312.2,308.5,444.0,408.9,176.1,163.5,47.0,2187.8,15.4,312.3,1473.6,386.5
ANDAMAN & NICOBAR ISLANDS,1987,72.4,35.2,20.4,17.7,162.9,343.7,45.3,666.5,378.9,373.4,313.4,334.1,2764.0,107.6,200.9,1434.5,1021.0
ANDAMAN & NICOBAR ISLANDS,1988,10.2,39.9,28.0,82.7,427.5,357.4,495.6,354.2,603.3,271.4,583.0,69.9,3323.0,50.1,538.1,1810.5,924.3
ANDAMAN & NICOBAR ISLANDS,1989,56.0,12.8,68.1,42.6,379.3,414.9,380.1,413.2,215.9,291.8,255.0,4.0,2533.6,68.8,490.0,1424.1,550.7
ANDAMAN & NICOBAR ISLANDS,1990,13.4,0.2,24.6,87.5,424.6,291.0,213.2,293.3,310.4,133.6,291.1,100.3,2183.4,13.6,536.8,1108.0,525.1
ANDAMAN & NICOBAR ISLANDS,1991,14.1,3.8,28.0,132.9,191.3,165.7,547.2,486.5,489.9,287.6,130.1,58.5,2535.8,18.0,352.2,1689.3,476.2
ANDAMAN & NICOBAR ISLANDS,1992,75.9,10.9,0.0,5.1,241.7,392.0,348.2,372.3,323.7,257.3,64.3,7.2,2098.7,86.8,246.8,1436.2,328.8
ANDAMAN & NICOBAR ISLANDS,1993,14.9,0.0,129.9,43.7,181.4,257.1,391.7,226.7,437.0,299.3,189.0,66.7,2237.4,14.9,355.0,1312.5,555.0
ANDAMAN & NICOBAR ISLANDS,1994,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8,3262.8,42.6,687.2,2191.5,341.5
ANDAMAN & NICOBAR ISLANDS,1995,51.8,12.5,12.1,21.1,314.8,450.4,501.4,555.8,426.4,294.7,452.9,21.6,3115.4,64.3,348.1,1933.9,769.2
ANDAMAN & NICOBAR ISLANDS,1996,52.2,4.8,3.4,122.7,298.0,559.2,335.5,328.0,541.6,318.5,254.2,178.8,2996.9,57.0,424.1,1764.3,751.5
ANDAMAN & NICOBAR ISLANDS,1997,9.5,0.0,0.2,15.6,281.1,199.5,918.5,430.6,440.2,128.7,292.8,38.4,2755.1,9.5,296.9,1988.8,459.9
ANDAMAN & NICOBAR ISLANDS,1998,0.9,0.0,0.0,0.0,348.9,600.0,364.5,258.9,337.8,618.6,227.8,89.0,2846.4,0.9,348.9,1561.2,935.4
ANDAMAN & NICOBAR ISLANDS,1999,46.8,44.6,14.2,270.6,257.4,295.0,408.5,329.2,325.3,437.5,124.9,145.7,2699.7,91.4,542.2,1358.0,708.1
ANDAMAN & NICOBAR ISLANDS,2000,53.0,59.0,171.3,218.1,422.8,357.0,176.3,460.8,250.1,321.2,158.3,115.2,2763.2,112.0,812.2,1244.2,594.7
ANDAMAN & NICOBAR ISLANDS,2001,89.0,15.7,143.3,30.1,705.3,370.7,341.3,469.0,334.4,267.6,222.6,91.8,3080.9,104.7,878.7,1515.4,582.0
ANDAMAN & NICOBAR ISLANDS,2002,10.6,0.0,11.5,100.2,366.7,358.3,317.4,429.8,420.0,169.0,306.7,129.9,2620.2,10.7,478.4,1525.6,605.5
ANDAMAN & NICOBAR ISLANDS,2003,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0,2355.9,52.2,465.0,1406.1,432.5
ANDAMAN & NICOBAR ISLANDS,2004,54.5,35.9,36.5,41.6,505.1,423.9,378.9,308.7,280.7,223.9,169.9,0.4,2460.1,90.4,583.2,1392.2,394.2
ANDAMAN & NICOBAR ISLANDS,2005,0.0,0.0,20.3,51.1,305.3,452.4,429.3,311.1,507.5,293.5,300.1,283.9,2954.7,0.0,376.8,1700.4,877.5
ANDAMAN & NICOBAR ISLANDS,2006,16.3,14.4,48.9,163.7,321.4,366.0,182.7,219.6,546.5,374.7,76.1,74.4,2404.7,30.7,534.0,1314.9,525.2
ANDAMAN & NICOBAR ISLANDS,2007,4.9,1.6,5.0,54.6,370.0,378.3,463.2,465.3,486.4,209.4,223.9,85.6,2748.0,6.5,429.6,1793.1,518.9
ANDAMAN & NICOBAR ISLANDS,2008,9.9,67.7,115.8,216.1,545.5,457.8,511.2,482.1,332.0,243.7,321.1,72.0,3374.8,77.6,877.3,1783.1,636.8
ANDAMAN & NICOBAR ISLANDS,2009,24.5,6.3,44.2,136.5,313.1,633.5,297.3,351.5,344.7,272.8,66.2,48.0,2538.6,30.8,493.7,1627.1,386.9
ANDAMAN & NICOBAR ISLANDS,2010,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,109.8,332.2,1797.8,917.3
ANDAMAN & NICOBAR ISLANDS,2011,265.9,84.8,272.8,111.4,326.5,383.2,583.2,441.5,757.1,212.3,150.8,238.5,3828.0,350.7,710.7,2165.0,601.6
ANDAMAN & NICOBAR ISLANDS,2012,119.9,45.6,30.9,55.8,533.9,458.2,317.3,369.6,868.9,209.7,300.5,187.3,3497.6,165.6,620.5,2014.0,697.5
ANDAMAN & NICOBAR ISLANDS,2013,67.1,37.6,43.0,46.3,509.3,777.0,564.8,336.7,473.6,455.8,354.2,92.3,3757.8,104.7,598.6,2152.1,902.4
ANDAMAN & NICOBAR ISLANDS,2014,41.9,8.6,0.0,11.1,238.0,416.6,467.6,321.6,412.9,402.6,201.2,100.4,2622.4,50.5,249.1,1618.7,704.2
ANDAMAN & NICOBAR ISLANDS,2015,126.8,7.6,3.1,138.2,331.9,346.4,328.9,480.0,523.3,252.1,236.3,129.9,2904.6,134.4,473.2,1678.6,618.4
