SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
EAST UTTAR PRADESH,1901,62.6,31.3,8.2,1.1,13.6,21.8,226.5,285.6,215.4,4.9,0.1,2.1,873.2,93.9,22.9,749.3,7.1
EAST UTTAR PRADESH,1902,6.1,2.3,2.4,2.0,21.4,32.5,411.5,155.4,257.2,13.2,1.2,0.0,905.2,8.3,25.9,856.6,14.5
EAST UTTAR PRADESH,1903,8.2,0.4,1.3,0.7,15.3,71.6,115.3,420.2,258.7,324.7,0.0,0.0,1216.4,8.6,17.3,865.8,324.7
EAST UTTAR PRADESH,1904,7.3,1.5,8.3,0.4,28.7,148.0,359.4,328.8,95.0,50.6,17.0,26.3,1071.2,8.8,37.4,931.1,93.9
EAST UTTAR PRADESH,1905,16.8,23.6,20.0,5.4,15.4,17.3,302.4,316.2,169.5,3.3,0.0,1.6,891.6,40.5,40.9,805.4,4.9
EAST UTTAR PRADESH,1906,5.7,58.2,6.7,0.0,13.5,140.6,341.2,290.9,135.5,5.1,0.0,0.1,997.7,64.0,20.3,908.2,5.2
EAST UTTAR PRADESH,1907,2.1,74.9,19.2,20.3,11.1,48.6,173.5,290.9,25.7,0.0,0.0,0.1,666.3,77.0,50.5,538.6,0.1
EAST UTTAR PRADESH,1908,19.2,15.7,7.7,0.8,5.2,63.3,230.5,304.0,86.1,11.9,0.0,0.3,744.7,34.9,13.7,683.9,12.2
EAST UTTAR PRADESH,1909,8.4,5.4,0.0,66.6,6.6,248.9,399.0,206.9,135.3,9.0,0.0,20.5,1106.9,13.9,73.2,990.2,29.5
EAST UTTAR PRADESH,1910,4.4,0.2,0.5,1.6,28.6,163.8,231.1,341.4,213.5,103.0,28.0,0.2,1116.4,4.6,30.8,949.8,131.2
EAST UTTAR PRADESH,1911,40.1,0.1,29.1,2.2,4.0,121.8,85.9,320.7,373.4,99.4,37.1,0.1,1113.9,40.2,35.3,901.8,136.6
EAST UTTAR PRADESH,1912,16.0,7.3,6.5,5.7,18.8,60.6,336.5,279.1,117.6,0.7,30.2,0.5,879.6,23.4,31.0,793.8,31.4
EAST UTTAR PRADESH,1913,0.6,37.1,32.0,0.5,68.7,175.0,222.0,200.0,95.7,15.5,0.0,14.5,861.4,37.7,101.2,692.6,29.9
EAST UTTAR PRADESH,1914,1.3,16.1,21.8,8.3,55.3,37.2,407.7,346.1,92.1,2.6,0.1,0.2,988.8,17.3,85.4,883.1,2.9
EAST UTTAR PRADESH,1915,12.5,45.5,25.6,5.8,20.1,107.9,285.4,417.2,387.4,98.6,1.9,1.9,1409.8,58.0,51.5,1197.9,102.5
EAST UTTAR PRADESH,1916,0.0,20.1,0.0,6.9,7.3,243.5,314.8,351.2,197.4,55.5,5.1,0.0,1201.9,20.1,14.2,1106.9,60.7
EAST UTTAR PRADESH,1917,7.9,32.2,8.4,3.9,43.8,171.4,356.7,230.0,302.2,55.4,0.0,4.6,1216.5,40.2,56.0,1060.3,60.0
EAST UTTAR PRADESH,1918,0.6,0.1,5.3,4.3,20.3,142.0,110.4,261.6,104.0,0.1,1.1,0.9,650.7,0.7,29.9,618.1,2.1
EAST UTTAR PRADESH,1919,46.2,9.6,2.9,6.5,12.2,68.8,347.4,237.4,228.9,59.1,0.1,4.4,1023.4,55.7,21.5,882.5,63.6
EAST UTTAR PRADESH,1920,0.0,12.5,13.6,0.8,16.0,86.2,468.4,161.4,98.2,3.1,0.0,0.0,860.2,12.6,30.3,814.2,3.1
EAST UTTAR PRADESH,1921,41.2,0.7,2.5,8.5,0.5,166.8,203.6,460.7,218.2,11.1,0.0,1.0,1114.7,41.9,11.5,1049.3,12.1
EAST UTTAR PRADESH,1922,27.6,5.7,0.0,4.4,2.9,130.2,436.8,438.1,299.1,3.1,0.6,15.5,1364.0,33.4,7.3,1304.1,19.2
EAST UTTAR PRADESH,1923,1.2,38.1,0.1,0.1,5.4,41.9,276.6,340.5,261.7,93.2,1.0,16.2,1076.2,39.3,5.7,920.7,110.5
EAST UTTAR PRADESH,1924,11.5,7.3,1.0,0.2,2.2,42.1,500.9,239.9,266.3,29.2,11.1,8.3,1119.9,18.8,3.4,1049.2,48.6
