SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
EAST RAJASTHAN,1901,21.6,8.9,2.9,0.7,5.0,15.0,164.8,175.6,7.5,9.8,0.0,0.8,412.5,30.5,8.5,362.9,10.6
EAST RAJASTHAN,1902,4.1,0.7,0.0,1.8,9.9,34.6,247.6,116.7,145.6,14.4,0.0,2.8,578.3,4.8,11.7,544.5,17.2
EAST RAJASTHAN,1903,1.9,0.7,1.3,0.1,12.9,15.6,238.2,229.1,168.5,17.8,0.0,0.0,686.1,2.7,14.2,651.4,17.8
EAST RAJASTHAN,1904,4.3,5.5,21.7,0.2,27.5,49.9,289.7,223.5,50.2,1.5,5.8,14.7,694.5,9.8,49.4,613.3,22.0
EAST RAJASTHAN,1905,4.1,8.8,3.2,1.6,2.0,14.4,130.5,30.9,83.8,0.0,0.0,0.6,279.8,12.8,6.8,259.6,0.6
EAST RAJASTHAN,1906,0.2,23.1,6.2,0.0,1.6,61.9,262.5,95.5,191.4,1.9,0.0,3.0,647.4,23.4,7.8,611.3,4.9
EAST RAJASTHAN,1907,6.3,35.7,7.0,14.3,12.7,18.5,134.1,319.8,3.3,0.0,0.0,0.0,551.8,42.0,34.0,475.7,0.0
EAST RAJASTHAN,1908,13.9,0.8,1.6,0.4,6.2,42.6,395.2,349.0,58.7,0.2,1.4,0.1,870.2,14.7,8.3,845.6,1.7
EAST RAJASTHAN,1909,4.9,1.4,0.0,43.2,5.2,115.3,299.4,207.4,82.5,1.7,0.0,20.8,781.6,6.2,48.3,704.6,22.4
EAST RAJASTHAN,1910,7.9,1.1,0.0,1.9,1.2,124.6,114.0,250.2,134.2,48.2,2.0,0.0,685.3,9.0,3.2,622.9,50.2
EAST RAJASTHAN,1911,13.6,0.5,18.3,0.7,0.1,69.3,42.6,73.8,173.6,6.4,21.2,0.2,420.4,14.1,19.2,359.3,27.8
EAST RAJASTHAN,1912,9.7,5.2,1.7,2.7,5.5,30.8,304.7,237.6,48.5,2.0,5.1,1.8,655.4,14.9,10.0,621.6,9.0
EAST RAJASTHAN,1913,0.0,9.5,0.8,0.1,46.0,111.6,160.7,107.0,44.0,1.5,0.4,16.6,498.3,9.5,46.9,423.3,18.5
